,title,genre,day,star,synopsis,director,actor
34,겟 아웃,"공포, 미스터리, 스릴러, 드라마", 2017.05.17. ,8.45,흑인 남자가 백인 여자친구 집에 초대 받으면서 벌어지는 이야기,조던 필,"['다니엘 칼루야', '앨리슨 윌리암스', '브래드리 휘트포드', '캐서린 키너']"
35,혹성탈출: 종의 전쟁,"액션, 모험, 드라마, SF", 2017.08.15. ,8.15,"전 세계에 퍼진 치명적인 바이러스 ‘시미안 플루’로 인해 유인원들은 나날이 진화하는 반면, 살아남은 인간들은 점차 지능을 잃고 퇴화해 간다. 인간과 공존할 수 있다고 믿었던 진화한 유인원의 리더 시저(앤디 서키스)는 유인원들을 몰살하려는 인간군 대령(우디 해럴슨)에 의해 가족과 동료들을 무참히 잃고 분노한다. 진화한 유인원이 언젠가 인간을 지배하게 될 지도 모른다는 두려움과 인류의 생존을 위해서 인간성마저도 버려야 한다는 대령과 더 이상의 자비와 공존은 없다며 가족과, 자유와, 터전을 위해 전쟁에 나서게 된 시저. 종의 운명과 지구의 미래를 결정할 피할 수 없는 전쟁. 과연, 최후는 어떻게 될 것인가!",맷 리브스,"['앤디 서키스', '우디 해럴슨', '스티브 잔', '아미아 밀러']"
36,애나벨: 인형의 주인,"공포, 스릴러, 미스터리", 2017.08.10. ,7.59,"인형장인과 그의 아내는 비극적인 사고로 어린 딸을 잃는다. 그리고 12년 후, 그 집에 고아원 소녀들과 수녀가 함께 살게 되는데… “딸을 다시 볼 수만 있다면 어떤 존재도 받아들이겠다 기도했어요. 그건 우리 꿀벌… 내 딸이 틀림없었죠. 인형 속에 들어가 평생 우리랑 있겠다더군요. 하지만 곧 내 딸이 아니란 걸 깨닫게 됐죠. 사악한 존재가 우릴 속여서 영혼을 빼앗으려고 했어요. 교회의 도움으로 악마를 인형 속에 가뒀고, 이제 사라진 줄 알았는데… 돌아왔어, 이렇게 될 줄 알았어…”",데이비드 F. 샌드버그,"['스테파니 시그만', '탈리타 베이트먼', '앨리시아 벨라 베일리', '미란다 오토']"
37,노무현입니다,다큐멘터리, 2017.05.25. ,9.49,"국회의원, 시장 선거 등 출마하는 선거마다 번번이 낙선했던 만년 꼴찌 후보 노무현이 2002년 대선 당시 대한민국 정당 최초로 도입된 새천년민주당 국민참여경선에 당당히 출사표를 던진다. 제주를 시작으로 전국 16개 도시에서 치러진 대국민 이벤트. 쟁쟁한 후보들과 엎치락뒤치락하며 제주 경선 3위, 울산 1위, 그리고 광주까지 석권한 지지율 2%의 꼴찌 후보 노무현이 전국을 뒤흔들기 시작한다.",이창재,"['노무현', '양희', '이창재', '장영규']"
38,저스티스 리그,"액션, 모험, 판타지, SF", 2017.11.15. ,7.9,"인류의 수호자인 슈퍼맨이 사라진 틈을 노리고 ‘마더박스’를 차지하기 위해 빌런 스테픈울프가 악마군단을 이끌고 지구에 온다. 마더박스는 시간과 공간, 에너지, 중력을 통제하는 범우주적인 능력으로 행성의 파괴마저도 초래하는 물체로 이 강력한 힘을 통제하기 위해 고대부터 총 3개로 분리되어 보관되고 있던 것. 인류에 대한 믿음을 되찾고 슈퍼맨의 희생 정신에 마음이 움직인 브루스 웨인은 새로운 동료인 다이애나 프린스에게 도움을 청해 이 거대한 적에 맞서기로 한다. 배트맨과 원더 우먼은 새로이 등장한 위협에 맞서기 위해 아쿠아맨, 사이보그, 플래시를 찾아 신속히 팀을 꾸린다. 이들 슈퍼히어로 완전체는 스테픈울프로부터 마더박스를 지키기 위해 지구의 운명을 건 전투를 벌인다!",잭 스나이더,"['벤 애플렉', '갤 가돗', '제이슨 모모아', '레이 피셔']"
39,킬러의 보디가드,"액션, 코미디, 범죄", 2017.08.30. ,8.05,"미치광이 킬러 ‘다리우스’의 경호를 맡은 후 매일 밤 그의 악몽을 꾸는 보디가드 ‘마이클’ 앞에 나타난 무대포 직진녀 ‘소니아’ 남편 ‘다리우스’가 납치되었다며 다짜고짜 그를 구하러 가야 한다고 하는데… 한 명도 버거운데 그의 와이프까지 플러스?! 설상가상으로 유럽 전역을 위기로 몰아넣는 사건들이 연속적으로 터지고 인터폴의 비밀스러운 의뢰까지 추가되는데.. 2배 더 강력한, 2배 더 골때리는, 2배 더 커진 모두가 기다린 1+1 트리플 환장 액션 블록버스터가 온다!",패트릭 휴즈,"['라이언 레이놀즈', '사무엘 L. 잭슨', '셀마 헤이엑', '모건 프리먼']"
40,위대한 쇼맨,"드라마, 뮤지컬", 2017.12.20. ,9.31,"쇼 비즈니스의 창시자이자, 꿈의 무대로 전세계를 매료시킨 남자 ‘바넘’의 이야기에서 영감을 받아 탄생한 오리지널 뮤지컬 영화 <위대한 쇼맨>. <레미제라블> 이후 다시 뮤지컬 영화로 돌아온 휴 잭맨부터 잭 에프론, 미셸 윌리엄스, 레베카 퍼거슨, 젠다야까지 할리우드 최고의 배우들이 합류해 환상적인 앙상블을 선보인다. 여기에 <미녀와 야수> 제작진과 <라라랜드> 작사팀의 합류로 더욱 풍성해진 비주얼과 스토리, 음악까지 선보일 <위대한 쇼맨>은 ‘우리는 누구나 특별하다’는 메시지로 관객들에게 재미는 물론, 감동까지 선사할 것이다. THIS IS ME! 우리는 누구나 특별하다!",마이클 그레이시,"['휴 잭맨', '잭 에프론', '미셸 윌리엄스', '레베카 퍼거슨']"
41,콩: 스컬 아일랜드,"액션, 모험, 판타지, SF", 2017.03.08. ,8.13,"전 세계 누구에게도 알려지지 않은 미지의 섬 스컬 아일랜드. 어느 날 세상에 존재하는 괴생명체를 쫓는 ‘모나크’팀은 위성이 이 섬에 무언가를 포착했다는 정보를 입수한다. 이에 모나크의 수장이자 탐사팀의 리더를 필두로 지질학자, 생물학자가 합류하고, 수많은 전투에서 뼈가 굵은 베트남 베테랑인 중령과 부대원들, 그리고 전직 군인 출신의 정글 전문 가이드와 ‘반전’ 사진기자가 탐사의 진짜 목적을 파헤치기 위해 작전에 동참한다. 폭풍우를 헤치고 섬에 도착하자마자 그들 앞에 나타난 것은 바로 이 섬의 왕인 ‘콩’! 콩은 등장과 함께 모든 것을 박살내고, 가까스로 살아남은 생존자들은 해골이 흩뿌려진 황무지에서 콩의 적들까지 마주하게 되는데…",조던 복트-로버츠,"['톰 히들스턴', '사무엘 L. 잭슨', '브리 라슨', '존 C. 라일리']"
42,23 아이덴티티,"공포, 스릴러", 2017.02.22. ,7.94,"23개의 인격을 가진 남자 ‘케빈’(제임스 맥어보이). 그는 언제 누가 등장할지 모르는 인격들 사이를 오가며 유일하게 자신을 이해하는 ‘플레처’ 박사(베티 버클리)에게만 자신의 이야기를 꺼내 놓는다. 어느 날, ‘케빈’은 지금까지 등장한 적 없는 24번째 인격의 지시로 3명의 소녀들을 납치하고 오래도록 계획했던 비밀스러운 일을 꾸민다. 소녀들이 그에게서 도망치려 할수록 ‘케빈’의 인격들은 점차 폭주하기 시작하는데… 그 안의 수 많은 인격 중 누가, 누구를 위해 움직이는가",M. 나이트 샤말란,"['제임스 맥어보이', '안야 테일러 조이', '베티 버클리', '헤일리 루 리차드슨']"
43,임금님의 사건수첩,"코미디, 모험, 액션", 2017.04.26. ,8.05,"모든 사건은 직접 파헤쳐야 직성이 풀리는 총명한 왕 ‘예종’(이선균). 그를 보좌하기 위해 학식, 가문, 외모(?)는 물론 한 번 본 것은 절대 잊지 않는 비상한 재주까지 겸비한 신입사관 ‘이서’가 임명된다. 하지만 의욕과 달리 어리바리한 행동을 일삼던 이서는 예종의 따가운 눈총을 한 몸에 받으며 고된 궁궐 생활을 시작한다. 때마침 한양에 괴이한 소문이 돌기 시작하고, 예종은 모든 소문과 사건이 심상치 않음을 직감한다. 예종과 이서는 모든 과학적 지식과 견문을 총동원, 괴소문의 실체를 파헤치기 위해 나서는데…! 사건 쫓는 임금 X 임금 쫓는 신입사관 궁 넘고 담 넘는 유쾌한 과학수사가 시작된다!",문현성,"['이선균', '안재홍', '김희원', '경수진']"
44,부라더,코미디, 2017.11.02. ,7.83,"인디아나 존스를 꿈꾸며 유물발굴에 전 재산을 올인 하지만 현실은 늘어나는 빚과 쓸모 없는 장비뿐인 형 석봉(마동석) 가문을 대표하는 눈부신 외모와 명석한 두뇌로 잘 나가는 건설 회사에 다니지만 순간의 실수로 실직 위기에 처한 동생 주봉(이동휘) 3년 만에 본가로 강제소환(?) 당한 형제는 사고로 오로라(이하늬)를 치게 된다. 이제 그들이 움직이기 시작한다! 사고 탓인지 원래 그런 건지, 알 수 없는 말과 돌발 행동으로 형제를 헉(!)하게 만드는 멘탈까지 묘(?)한 여자 오로라 형제의 인생에 훅 들어온 그녀는 그들에게 엄청난 비밀을 알려주게 되고 오로라의 말에 혹한 석봉과 주봉에게 지긋지긋한 안동은 노다지로 보이기 시작 하는데…",장유정,"['마동석', '이동휘', '이하늬', '송영창']"
45,기억의 밤,"미스터리, 스릴러", 2017.11.29. ,8.43,새 집으로 이사 온 날 밤 정체불명의 괴한들에게 납치된 형 유석. 동생 진석은 형이 납치된 후 매일 밤 환청과 환각에 시달리며 불안해한다. 납치된지 19일째 되는 날 돌아온 유석은 그동안의 모든 기억을 잃었다고 말한다. 하지만 돌아온 뒤로 어딘가 변해버린 유석을 의심하던 진석은 매일 밤 사라지는 형을 쫓던 중 충격적인 사실과 마주하게 되는데... 두 남자의 엇갈린 기억 속 감춰진 살인사건의 진실을 찾아야만 한다!,장항준,"['강하늘', '김무열', '문성근', '나영희']"
46,해피 데스데이,공포, 2017.11.08. ,8.28,절대 끝나지 않는 생일에 또다시 갇혀버린 트리와 더 강력하게 돌아온 베이비의 끝내주는 호러테이닝 무비,크리스토퍼 랜던,"['제시카 로테', '이스라엘 브로우사드', '피 부', '루비 모딘']"
47,브이아이피,"범죄, 드라마", 2017.08.23. ,6.86,국정원과 CIA의 기획으로 북에서 온 VIP 김광일(이종석)이 살인사건의 유력한 용의자로 지목된다. 본능적으로 그가 범인임을 직감한 경찰 채이도(김명민)가 VIP를 뒤쫓지만 국정원 요원 박재혁(장동건)의 비호로 번번이 용의선상에서 벗어나는데… 제13회 미국 판타스틱 페스트 장편 스릴러 부문(2017) 감독상,박훈정,"['장동건', '김명민', '박희순', '이종석']"
48,특별시민,드라마, 2017.04.26. ,7.75,"오직 서울만 사랑하는, 발로 뛰는 서울시장 ‘변종구’(최민식) 하지만 실은 어느 정치인보다도 최고 권력을 지향하며 이미지 관리에 철저한 정치 9단이다. 선거 공작의 일인자인 선거대책본부장 ‘심혁수’(곽도원)를 파트너로 삼고, 겁없이 선거판에 뛰어든 젊은 광고 전문가 ‘박경’(심은경)까지 새롭게 영입한 변종구는 차기 대권을 노리며, 헌정 사상 최초의 3선 서울시장에 도전한다. 하지만 상대 후보들의 치열한 공세에 예기치 못했던 사건들까지 일어나며 변종구의 3선을 향한 선거전에 위기가 거듭되는데... 선거는 전쟁, 정치는 쇼! 1,029만 명의 마음을 빼앗기 위한 또 한 번의 쇼가 시작된다!",박인제,"['최민식', '곽도원', '심은경', '문소리']"
49,에이리언: 커버넌트,"SF, 스릴러, 공포", 2017.05.09. ,8.19,역사상 최대규모의 식민지 개척의무를 가지고 목적지로 향하던 ‘커버넌트’ 호는 미지의 행성으로부터 온 신호를 감지하고 그곳을 탐사하기로 결정한다. 희망을 가진 신세계일 것이라는 생각과 달리 그곳은 갈수록 어둡고 위험한 세계였다. 상상을 초월하는 위협이 밝혀지며 그들은 목숨을 건 최후의 탈출을 시도해야만 하는데……,리들리 스콧,"['마이클 패스벤더', '캐서린 워터스턴', '빌리 크루덥', '대니 맥브라이드']"
50,장산범,"미스터리, 스릴러", 2017.08.17. ,7.42,"도시를 떠나 장산으로 이사 온 희연(염정아)은 무언가에 겁을 먹고 혼자 숲 속에 숨어있는 여자애(신린아)를 만난다. 희연은 소녀를 집으로 데려오지만, 남편(박혁권)은 딸 준희의 목소리를 흉내 내는 이 소녀를 수상하게 여긴다. 소녀가 찾아온 뒤 하나 둘씩 실종되는 사람들 사라진 시어머니(허진)와 남편… 그리고 들려오는 ‘그것’의 목소리 누군가 우리 가족의 목소리를 흉내 내고 있다!",허정,"['염정아', '박혁권', '허진', '신린아']"
51,악녀,액션, 2017.06.08. ,7.82,"어린 시절부터 킬러로 길러진 숙희. 그녀는 국가 비밀조직에 스카우트되어 새로운 삶을 살 기회를 얻는다. “10년만 일해주면 넌 자유야. 하지만 가짜처럼 보이는 순간, 그땐 우리가 널 제거한다” 살기 위해 죽여야만 하는 킬러 숙희 앞에 진실을 숨긴 의문의 두 남자가 등장하고, 자신을 둘러싼 엄청난 비밀에 마주하게 되면서 운명에 맞서기 시작하는데... ""보여줄게, 내가 어떻게 만들어졌는지""",정병길,"['김옥빈', '신하균', '성준', '김서형']"
52,해빙,스릴러, 2017.03.01. ,6.63,"한 때 미제연쇄살인사건으로 유명했던 지역에 들어선 경기도의 한 신도시. 병원 도산 후 이혼, 선배 병원에 취직한 내과의사 승훈(조진웅)은 치매아버지 정노인(신구)을 모시고 정육식당을 운영하는 성근(김대명)의 건물 원룸에 세를 든다. 어느 날, 정노인이 수면내시경 중 가수면 상태에서 흘린 살인 고백 같은 말을 들은 승훈은 부자에 대한 의심을 품게 된다. 한동안 조용했던 이 도시에 다시 살인사건이 시작되고 승훈은 공포에 휩싸인다. 그러던 중, 승훈을 만나러 왔던 전처가 실종되었다며 경찰이 찾아오는데…",이수연,"['조진웅', '신구', '김대명', '송영창']"
53,하루,스릴러, 2017.06.15. ,7.7,"전쟁의 성자라 불리는 의사 ‘준영’(김명민)은 딸의 생일 날 약속 장소로 향하던 중, 대형 교통 사고 현장에서 죽어있는 딸 ‘은정’(조은형)을 발견한다. 충격도 잠시, 다시 눈을 떴을 때 그는 딸의 사고 2시간 전으로 돌아가 있다. 어떻게 해서든 그 날의 사고를 막으려 하지만 결과는 바뀌지 않고 매일 딸이 죽는 지옥 같은 하루를 반복하던 어느 날, ‘준영’ 앞에 그처럼 사고로 아내를 잃은 그 날을 반복하고 있다는 남자 ‘민철’(변요한)이 나타난다. “당신 뭐야? 다 똑같은데 왜 당신만 달라?” 이유도 모른 채 끔찍한 사고의 시간 속에 갇힌 두 사람은 힘을 합쳐 하루의 끝을 바꾸기로 하지만 어떻게 해도 죽음은 막지 못한다. 사랑하는 이의 죽음을 매일 눈 앞에서 지켜볼 수 밖에 없어 절망하는 두 사람 앞에 자신이 ‘준영’의 딸을 죽인 범인이라고 말하는 의문의 남자가 나타난다. ‘준영’과 ‘민철’은 이 사고가 단순한 사고가 아니라 다른 비밀이 숨겨져 있음을 깨닫는데…… 살려야 한다! 하루를 바꿔서라도! 두 남자의 처절한 사투가 시작된다.",조선호,"['김명민', '변요한', '유재명', '조은형']"
